"(PDH-CSV 4.0) (Pacific Daylight Time)(420)","\\WIN-N2S56U6S0IO\Processor(_total)\% Idle Time","\\WIN-N2S56U6S0IO\memory\available bytes","\\WIN-N2S56U6S0IO\memory\committed bytes","\\WIN-N2S56U6S0IO\memory\% committed bytes in use","\\WIN-N2S56U6S0IO\memory\page faults/sec","\\WIN-N2S56U6S0IO\memory\free & zero page list bytes"
"05/24/2020 17:44:13.049"," ","7604600832","900775936","8.4956985685265848929"," ","7272882176"
"05/24/2020 17:44:14.051","99.953038509321231686","7604592640","900747264","8.4954281357339169745","16.979582052581768892","7272882176"
"05/24/2020 17:44:15.052","99.971136114493546643","7604420608","900747264","8.4954281357339169745","0.99883166659957856037","7272714240"
"05/24/2020 17:44:16.054","99.952502754450918587","7604420608","900689920","8.4948872934316490557","0","7272714240"
"05/24/2020 17:44:17.060","99.951290116621620996","7604420608","900603904","8.4940760416197758076","0","7272714240"
"05/24/2020 17:44:18.067","99.973476398466573301","7604420608","900603904","8.4940760416197758076","0","7272714240"
"05/24/2020 17:44:19.079","99.973249652556646083","7604420608","900546560","8.4935351993175078888","0","7272714240"
"05/24/2020 17:44:20.091","99.883843676299704839","7603466240","900517888","8.4932647665248399704","146.27344674401237512","7271690240"
"05/24/2020 17:44:21.098","99.953673385648102112","7603269632","900517888","8.4932647665248399704","0","7271493632"
"05/24/2020 17:44:22.107","95.665431571304466729","7571042304","993267712","9.3680378537085005064","24170.770845853123319","7239942144"
"05/24/2020 17:44:23.118","92.458837325045280409","7521140736","1042280448","9.8303031199216608371","22283.143393991078483","7178579968"
"05/24/2020 17:44:24.214","8.2662650399080099817","7518367744","1043316736","9.8400769079663046313","673.30213973415584405","7173128192"
"05/24/2020 17:44:25.392","0","7518269440","1039163392","9.8009045025801526663","53.52901502024161573","7173062656"
"05/24/2020 17:44:26.564","0","7518261248","1038790656","9.797389039256932719","30.596137696557878627","7173062656"
"05/24/2020 17:44:27.736","0","7518273536","1038598144","9.7955733560481057509","9.4066112913712380816","7173062656"
"05/24/2020 17:44:28.905","0","7518294016","1037848576","9.7885037795148086559","16.075300089894767552","7173062656"
"05/24/2020 17:44:30.129","0","7518322688","1037434880","9.7846019803044868013","90.163516085957098767","7173062656"
"05/24/2020 17:44:31.306","0","7518318592","1037058048","9.7810478903774757953","34.680982750778817092","7173062656"
"05/24/2020 17:44:32.477","0","7518318592","1036423168","9.7750599984487198668","6.0084697105745892287","7173062656"
"05/24/2020 17:44:33.658","0","7518257152","1035038720","9.7620025299866686197","89.72276512019041661","7173062656"
"05/24/2020 17:44:34.722","0","7518257152","1034895360","9.7606504125894630874","1.8811534292251292921","7173062656"
"05/24/2020 17:44:35.884","0","7518257152","1034088448","9.75303999375389985","8.5526357427305583769","7173062656"
"05/24/2020 17:44:37.049","0","7518257152","1033887744","9.7511470573374872117","6.0437818464133439278","7173062656"
"05/24/2020 17:44:38.214","0","7518257152","1033687040","9.7492541209210763498","0","7173062656"
"05/24/2020 17:44:39.397","0","7518253056","1031802880","9.7314836014368299999","61.730169817160309265","7173062656"
"05/24/2020 17:44:40.585","0","7518228480","1031081984","9.7246844344131382343","40.390858976409802494","7173062656"
